Text,Sentiment
This is a good phone. Easy of handling and battery life is good.,Positive
I am writing this after one complete month of usgae of phone.The phone is a good midranger one if you get it under 20 K using the exchange offer and card one too but not worth it if you get it for 24 K .If you are going to invest 24 K then go for Realme GT Master Edition Or Redmi Note 11 Pro 5g Or Realme 9 Pro 5g Or Iqoo Phones or Samsung M series phones.The Pros AreThe Processor is very good in this range and have multibands 5g.It has a 90 HZ Amoled (Good) Display.The OS is very nice.The Battery 🔋 stays long and is accomplished by 65 watt charger which makes it much more valuable.It can have memory card as well have two sims which is amazing.ConsThe Camera 📸 is not up to the mark as one hopes one plus will give.It lacks the the one plus slider.Overall it's a good choice for 20 K.,Positive
Its a good device cemara clarity good and battery performance is good light wait every thing is not bad hear voice is not clear,Positive
very good,Positive
Good product,Positive
Phone is average. Camera quality is average too(4*). I am using this phone since last two months. But in the software OnePlus need to improve. Like you could not able to know incoming during the calls (2*) and notification light is not available(0*). Notification sound is very low(2*). Charging is good (5*). Display (5*). Phone is clean by software (not must settings like oppo and Vivo).,Positive
No,Neutral
NYC camera,Neutral
"Got the Delivery nicely everything is good but the Mobile's camera Quality is not on expected level and the music quality also not is medium sound is something low NORD CE 2 could be more better with the price range of 25,000 Rest everything is Good 👍",Positive
test,Neutral
Thanks,Positive
Good,Positive
Nice phone 🙂,Positive
Budget photo,Neutral
Cost of money,Neutral
Very good,Positive
Good,Positive
Nice,Positive
Pros:-10/10 Very Light Weight So easy to grip.9/10 Phones design and UI design is good.10/10 Very Fast Charging takes 30 to 40 minutes to full charge.8/10 Camera quality is decent.9/10 Good for first time buyer.Cons:6/10Sometime found leg while swipe up  swipe down UI but ok.7/10 Found that you can't make dual app of some apps.,Positive
"Battery life is good, easily lasts a day for my usage, with frequent chat updates, some music playing, once or twice camera usage etc.Display quality, photo quality, sound quality are all above average.However, a bug that disappointed me is that the fingerprint sensor doesn't turn on even in always on display mode. And the bug is so bad, that almost always, the power button has to be pressed for unlocking the phone and at times even then, the fingerprint sensor doesn't give prompt and so the pin has to be entered. Pathetic, I'd say.Worse still is, as understood from the OnePlus community website, the bug is known to the developers, but they've been unable to bring an resolution to this issue till now.",Negative
Lasan,Neutral
Awesome,Positive
Good product,Positive
Camera quality is good.Battery life is coming for full day.,Positive
Good product,Positive
Over all good phone,Positive
This phone has hanging problemNo ir blaster for controlling TV or ACAlso network problem occurs in the phone a lot of time. Phone is good but not up to the mark as per the priceInitially 1+ was having its value because of simple and single version. Not they have released many versions and not concentrating on one,Positive
Nice,Positive
Camera is avrage photo and processor is best battery is avrage but fast charging 65w fingerprint is front best but avrageVery good under 25000 best,Positive
"Software lagging is there, camera quality average nothing compared to earlier OnePlus models. Over priced for sure like iPhones.",Positive
Am disappointed with battery because comparing to normal realme redmi OnePlus is poor in battery lifeBut one advantage is 65w fast charge,Negative
OnePlus should not sell such cheap mobiles.Quality should be maintained.,Positive
"The media could not be loaded.
                



 Camera 00000Fingerprint 00000Display 11111Battery 44444Sound 22222Charging time 55555Water resistant 00000",Neutral
Camera is very poor,Negative
Good quality of camera phone is quite good useful,Positive
Good,Positive
Good Phone !!,Positive
Camera,Neutral
Good,Positive
Not bad,Positive
"Hi,I bought one plus Nord 2 lite mobile 3 days back and I updated all the software updates. But, while playing any video in all video apps(Amazon,zee5, hoststar.. etc) the video is sticking in all the apps.It's so annoying to watch videos in this model.Please let me know the resolution for it.",Negative
Best Quality,Positive
Pros:Camera is Good. Front camera has very good picture qualityOxygen OS:The ux has lots of features and options and is easy to useCharging:The super charging revives the battery in from 0 to 100 in approx. 30 minsCons:Finger print:FP on the power button. Has detection issues in many instances. It's furstrating.Battery life:The battery life mentioned is 48+ hours. But even at power saving mode the battery couldn't last 30 hoursBody Design:The back cover is of plastic and it doesn't look good with cheap plastic material.Weight:Slightly heavy,Positive
The media could not be loaded.,Neutral
"I have used it for more than a day and based on that, I am writing this review. The phone looks premium. I bought two of them and both the colours (Grey and Blue) are beautiful. It's a lightweight phone that gives a nice feel in hands. Comes with a transparent back cover that fits quite well. Camera quality is good but it should be improved with upcoming updates. I haven't checked 20x zoom yet. User interface is interesting but users like me need some time to become familiar with it. Charger definitely is faster than the supercars. It charges from 10 to 100 percent in 25-30 mins only without heating up. But the problem is the battery life. Without any high uses, it drained so fast. OnePlus must resolve this issue with upcoming updates. I am a moderate gamer and the phone doesn't hang at all, nor I experienced any heating issue. Touch is really smooth and the screen/display colours etc looks really wonderful (I am not a professional so can't write using professional jargons). Fingerprint sensor is fast enough and the animation associated with it looks beautiful. Overall it seems a nice phone to buy.May update the review after using it for a longer period.",Positive
